번호,운영상태,시설명,도로명전체주소,최대수용인원,위도(EPSG4326),경도(EPSG4326)
966,사용중,"SK북한산시티아파트(P207, 135동)(지하3층)","서울특별시 강북구 솔샘로 174, 135동 (미아동, SK북한산시티아파트)",2601,37.6199312184935,127.012106977635
967,사용중,와이스퀘어,"서울특별시 강북구 도봉로 52, 연이빌딩 (미아동)",3998,37.613699410652,127.030528543105
969,사용중,신동아 2동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로 193, 2동 (방학동, 신동아1단지아파트)",1181,37.66191670696061,127.03051870693456
971,사용중,신동아 13동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로 193, 13동 (방학동, 신동아1단지아파트)",1202,37.66191670696061,127.03051870693456
972,사용중,신동아 28동 아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로 107 (방학동, 신동아1단지아파트)",1202,37.66043293322014,127.02756543354536
974,사용중,신동아 17동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로 193, 17동 (방학동, 신동아1단지아파트)",1169,37.66191670696061,127.03051870693456
975,사용중,신동아 30동 아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로 107 (방학동, 신동아1단지아파트)",1202,37.66043293322014,127.02756543354536
977,사용중,금용아파트(쌍문) 지하주차장 1층,"서울특별시 도봉구 노해로 170-0 (쌍문동, 금용아파트)",4041,37.64950497763841,127.02790744326246
981,사용중,방학 극동아파트 지하 주차장 1~2층,"서울특별시 도봉구 시루봉로11길 25-5 (방학동, 극동아파트)",2560,37.66440513328736,127.02700641193208
983,사용중,한양7차아파트 지하 주차장 1층,"서울특별시 도봉구 해등로25길 41 (쌍문동, 한양7차아파트)",4496,37.65608707007786,127.0332155012995
984,사용중,쌍문4동 현대2차아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로6길 53 (쌍문동, 현대2차아파트)",2614,37.65903050701864,127.03037840449528
985,사용중,거성학마을아파트 지하주차장 1층~2층,"서울특별시 도봉구 도당로 116 (방학동, 거성학마을아파트)",7306,37.66697755025096,127.03932781725462
986,사용중,백상빌딩 지하주차장 2층~3층,서울특별시 도봉구 노해로 397-15 (창동),5180,37.653433939328224,127.05189934608195
987,사용중,신동아2단지아파트 지하 주차장 1층,"서울특별시 도봉구 방학로15길 40 (방학동, 신동아아파트)",10856,37.659696614370304,127.02438142833812
988,사용중,청구아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로 71 (방학동, 청구아파트)",10695,37.65711744003743,127.02771819562624
989,사용중,우성1차아파트 지하주차장 1층~2층,"서울특별시 도봉구 해등로 286-5 (방학동, 우성1차아파트)",14389,37.6578613322538,127.02473726993254
990,사용중,우성2차아파트 지하주차장 1층~2층,"서울특별시 도봉구 해등로 307 (방학동, 우성2차아파트)",10343,37.6573188997701,127.02232693311872
991,사용중,벽산 2차 아파트 지하주차장 1층~3층,"서울특별시 도봉구 시루봉로5길 48 (방학동, 벽산아파트)",10210,37.65848083479714,127.02513804556168
992,사용중,삼성 레미안아파트(창1동) 지하주차장 1층,"서울특별시 도봉구 노해로66길 21 (창동, 삼성아파트)",12760,37.65026476561225,127.04723620634589
993,사용중,한화 성원아파트(방학3동) 지하주차장 1층~2층,"서울특별시 도봉구 방학로11길 10 (방학동, 한화아파트)",4419,37.66170068109972,127.03190575598192
994,사용중,신동아4단지아파트 지하주차장 1층,"서울특별시 도봉구 방학로 200 (방학동, 신동아아파트)",7501,37.66229206185838,127.0299264181211
995,사용중,현대 3차아파트(쌍문1동) 지하주차장 1층,서울특별시 도봉구 우이천로38가길 32-0 (쌍문동),1111,37.65141101168384,127.02152680169196
996,사용중,북부교육청 지하 주차장 1층,"서울특별시 도봉구 노해로 313 (창동, 북부교육청)",1380,37.65168337749556,127.0432519544856
997,사용중,금용아파트(창동) 지하주차장 1층~2층,"서울특별시 도봉구 우이천로 200 (창동, 창동금용아파트)",7326,37.63767131925617,127.03596827271508
998,사용중,신원에벤에셀아파트 지하주차장 1층,"서울특별시 도봉구 해등로 255 (쌍문동, 에벤에셀아파트)",6242,37.657580356199496,127.02822079470155
999,사용중,미라보아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로2길 62 (쌍문동, 쌍문미라보아파트)",3366,37.65544584782212,127.0314858928306
1000,사용중,쌍문 극동아파트 지하주차장 1층,"서울특별시 도봉구 노해로45길 26 (쌍문동, 쌍문극동아파트)",7909,37.65069911796553,127.02668765896084
1001,사용중,염광아파트 지하주차장 1층,"서울특별시 도봉구 우이천로30길 28 (쌍문동, 염광아파트)",4480,37.64862432119152,127.02618923997927
1002,사용중,동아그린아파트(창5동) 지하주차장 1층,"서울특별시 도봉구 노해로63다길 34 (창동, 동아그린아파트)",8618,37.65435886534421,127.04616435197411
1003,사용중,대우아파트 지하주차장 1층~2층,"서울특별시 도봉구 덕릉로63가길 43 (창동, 창동대우아파트)",25596,37.64301429032832,127.0380471015746
1004,사용중,성원(방학1동) 101동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로7길 16 (방학동, 성원아파트)",4043,37.66195718607541,127.03619998210549
1005,사용중,성원(방학1동) 102동 아파트 지하주차장 1층,"서울특별시 도봉구 방학로7길 15 (방학동, 성원아파트)",2769,37.661953197391895,127.03634398231684
1006,사용중,방학동 도깨비시장 지하주차장 1층~2층,"서울특별시 도봉구 방학로10길 51 (방학동, 방학동도깨비시장주차장)",3090,37.66444167711875,127.03404117069158
1007,사용중,방아골종합사회복지관 지하주차장 1~2층,"서울특별시 도봉구 시루봉로17길 42 (방학동, 도봉방아골종합사회복지관)",1521,37.66924964308121,127.032622023943
1008,사용중,도봉한신아파트 지하주차장 1층~3층,"서울특별시 도봉구 도봉로180나길 41 (도봉동, 도봉한신아파트)",75383,37.68433602307095,127.04976753852156
1009,사용중,신동아타워상가아파트 지하주차장 1층~2층,"서울특별시 도봉구 방학로 210 (방학동, 신동아타워아파트)",5288,37.662091392462514,127.02887701673372
1010,사용중,쌍문역 지하1층,"서울특별시 도봉구 도봉로 지하 486-1 (창동, 쌍문역)",7861,37.64885393582122,127.03490190535894
1011,사용중,신동아5단지아파트 지하주차장 1층~2층,"서울특별시 도봉구 방학로12길 53 (방학동, 신동아아파트)",8576,37.663587275143634,127.02873824120564
1012,사용중,동아청솔아파트 지하주차장 1층~2층,서울특별시 도봉구 노해로69길 103 (창동),44380,37.657028545396216,127.0493995158138
1013,사용중,쌍용아파트 지하주차장 1층,서울특별시 도봉구 마들로 551 (창동),36013,37.660292162622255,127.04908759293296
1014,사용중,대우파크빌 지하주차장 1층,"서울특별시 도봉구 시루봉로2길 80 (쌍문동, 대우파크빌라)",1107,37.6554033635587,127.03244142337948
1015,사용중,방학지하차보도 지하1층,"서울특별시 도봉구 노해로63가길 229, 방학지하차보도(방학신화하니엘시티 옆) (방학동)",400,37.66251290011401,127.04443456929164
1016,사용중,신창아파트 지하주차장 1층~2층,"서울특별시 도봉구 덕릉로62길 13 (창동, 신창아파트)",7288,37.64064381486931,127.0409735394188
1017,사용중,현대아파트(창5동) 지하주차장 1층,"서울특별시 도봉구 해등로16길 12 (창동, 현대아파트)",8467,37.65610713210486,127.04085627982104
1019,사용중,대상타운현대아파트(방학1동) 지하주차장 1층~2층,"서울특별시 도봉구 마들로 616 (방학동, 대상타운현대아파트)",92812,37.66513041461579,127.04659577700626
1020,사용중,효성하이타운아파트 지하주차장 1층~2층,"서울특별시 도봉구 방학로11길 33 (방학동, 효성하이타운)",6477,37.66106677943122,127.03299057898042
1021,사용중,한양6차아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로 58 (쌍문동, 한양6차아파트)",6480,37.655960338385725,127.02803149484043
1022,사용중,건영아파트 지하주차장 1층~2층,"서울특별시 도봉구 우이천로20길 7 (창동, 건영캐스빌아파트)",13080,37.64095701890972,127.0340726267957
1023,사용중,창동한신아파트 지하주차장 1층~2층,"서울특별시 도봉구 도봉로110다길 5 (창동, 창동 한신아파트)",8887,37.64588575062712,127.0342286630823
1024,사용중,삼성래미안1단지(방학1동) 아파트 지하주차장 1층~2층,서울특별시 도봉구 마들로 646 (방학동),31284,37.66773625540126,127.04633213084568
1025,사용중,삼성래미안2단지(방학1동) 아파트 지하주차장 1층~2층,서울특별시 도봉구 도봉로150길 42 (방학동),8756,37.66589711113696,127.04555860242544
1026,사용중,엘지트윈빌상가 지하주차장 3층,"서울특별시 도봉구 도당로 10 (쌍문동, 쌍문동LG트윈빌1)",3600,37.65910140269608,127.0352435347972
1027,사용중,이수아파트 지하주차장 1층~2층,"서울특별시 도봉구 도봉로146길 36 (방학동, 브라운스톤방학아파트)",4831,37.66417616618916,127.044841645462
1028,사용중,도봉구청 지하주차장 1층~2층,서울특별시 도봉구 마들로 656 (방학동),19329,37.66870173194811,127.047006757736
1029,사용중,현대4차 아파트(창4동) 지하주차장 1층~2층,서울특별시 도봉구 노해로69가길 54,9598,37.65857252641111,127.04687060108458
1030,사용중,삼성래미안아파트(쌍문3동) 지하주차장 1층,"서울특별시 도봉구 우이천로 328 (쌍문동, 쌍문동삼성래미안)",16214,37.6462700175564,127.02703241756448
1031,사용중,신일라이프 아파트 지하주차장 1층,"서울특별시 도봉구 노해로 184-9 (쌍문동, 신일라이프아파트)",2310,37.65043998460361,127.02931379284028
1033,사용중,동아에코빌아파트 지하주차장 1층~2층,"서울특별시 도봉구 도봉로180길 6-25 (도봉동, 동아에코빌아파트)",33463,37.68221021848881,127.04634395298362
1034,사용중,신원2차아파트 지하주차장 1층,"서울특별시 도봉구 해등로 190 (쌍문동, 신원주상복합2차아파트)",11607,37.65809595567961,127.03566710829683
1035,사용중,현대2차 아파트(창4동) 지하주차장 1층~2층,서울특별시 도봉구 도봉로136길 111 (창동),23767,37.660515124225,127.04673386927152
1036,사용중,현대3차 아파트(창4동) 지하주차장 1층~2층,"서울특별시 도봉구 도봉로136길 111 (창동, 창동2,3차현대아파트)",7573,37.660515124225,127.04673386927152
1037,사용중,럭키아파트 지하주차장 1층,"서울특별시 도봉구 도봉로169길 31 (도봉동, 럭키아파트)",3063,37.67991038089908,127.04394711117514
1040,사용중,성원(창4동) 아파트 지하주차장 1층~2층,서울특별시 도봉구 마들로16길 56,8374,37.660934985020425,127.0498523844854
1042,사용중,쌍문e편한세상 아파트 지하주차장 1층,"서울특별시 도봉구 노해로41가길 16 (쌍문동, 쌍문e-편한세상)",7169,37.65002551477916,127.02709629769949
1043,사용중,북한산월드메르디앙 아파트 지하주차장 1층,"서울특별시 도봉구 삼양로 566 (쌍문동, 북한산월드메르디앙)",2646,37.65354371699346,127.01295716826338
1044,사용중,방학동 동부센트레빌아파트 지하주차장 1층~2층,"서울특별시 도봉구 방학로 120 (방학동, 방학동부센트레빌)",11652,37.66304185301238,127.03899021900482
1045,사용중,금광포란재아파트 지하주차장 1층~2층,서울특별시 도봉구 도봉로150바길 26 (방학동),3042,37.66481967070815,127.04525056986928
1046,사용중,북한산아이파크아파트 지하주차장 1층~2층,"서울특별시 도봉구 도봉로136길 28 (창동, 북한산 아이파크)",128521,37.659060540656014,127.0427410570805
1047,사용중,삼성 래미안아파트(도봉2동) 지하주차장 1층~2층,"서울특별시 도봉구 도봉로170길 40 (도봉동, 래미안도봉아파트)",17048,37.67986696533866,127.0475956571466
1048,사용중,도봉파크빌2단지아파트 지하주차장 1층~2층,"서울특별시 도봉구 마들로 835 (도봉동, 도봉파크빌2단지)",5489,37.68406758807846,127.0511568993409
1049,사용중,도봉파크빌3단지아파트 지하주차장 1층~2층,"서울특별시 도봉구 마들로 895 (도봉동, 도봉파크빌3단지아파트)",8071,37.68798437664557,127.04810543113916
1050,사용중,대우파크힐아파트 지하주차장 1층,"서울특별시 도봉구 시루봉로 8 (쌍문동, 대우파크힐아파트)",8768,37.651456987041065,127.02861972534002
1052,사용중,한승미메이드아파트 지하주차장 1층,"서울특별시 도봉구 덕릉로60길 164-13 (창동, 창동한승미메이드아파트)",4951,37.633087033589625,127.0427202495372
1053,사용중,초안산신도브래뉴아파트(창3동) 지하주차장 1층,"서울특별시 도봉구 우이천로4라길 11-14 (창동, 초안산신도브래뉴)",6083,37.63361699534447,127.04239101296024
1054,사용중,동도센트리움아파트 지하주차장 1층~2층,서울특별시 도봉구 마들로 579-19 (창동),5440,37.66195379398448,127.04546050590449
